"INSEE";"Appellation courante";"Date de protection";"Statut"
"60471";"Fontaine";"1924";"propriété de la commune"
"60471";"Ancien Hôtel-Dieu";"1927";"propriété de la commune"
"60471";"Ancien évêché";"1886";NA
"60471";"Hôtel Arnette";"1951";"propriété de la commune"
"60471";"Maisons canoniales";"1943";"propriété privée"
"60471";"Eglise de la Madeleine";"1996";"propriété de la commune"
"60471";"Ancienne cathédrale (église Notre-Dame) et ses annexes";"1840";"propriété de la commune"
"60471";"Immeuble";"1943";"propriété privée"
"60479";"Eglise";"1970";"propriété de la commune"
"60481";"Château";"1989";"propriété privée"
"60481";"Ruines gallo-romaines de Champlieu";"1846";"propriété du département"
"60481";"Eglise";"1920";"propriété de la commune"
"60481";"Souterrains dits Catacombes de Champlieu";"1965";"propriété privée"
"60481";"Ruines de la chapelle romane de Champlieu";"1923";"propriété de la commune"
"60482";"Four de la Grange ou Lanterne des Morts";"1914";"propriété privée"
"60482";"Eglise";"1970";"propriété de la commune"
"60486";"Eglise Saint-Denis";"1992";"propriété de la commune"
"60487";"Eglise Saint-Josse";"1913";"propriété de la commune"
"60487";"Château d'Alincourt";"1944";"propriété privée"
"60491";"Château";"1862";"propriété de l'Etat"
"60491";"Ancienne gare";"1977";"propriété d'une société privée"
"60491";"Eglise";"1920";"propriété de la commune"
"60491";"Domaine du Bois d'Aucourt d'Adolphe Clément-Bayard";"2004";"propriété d'une société privée"
"60492";"Prieuré de la Verrue";"1946";"propriété privée"
"60494";"Fontaine";"1970";"propriété de la commune"
"60494";"Eglise";"1862";"propriété de la commune"
"60498";"Ancienne porte";"1951";NA
"60498";"Ancienne porte";"1951";"propriété privée"
"60499";"Eglise";"1913";"propriété de la commune"
"60501";"Château";"1946";"propriété privée"
"60504";"Eglise";"1980";"propriété de la commune"
"60505";"Château";"1986";"propriété privée"
"60508";"Ancienne abbaye du Moncel";"1920";"propriété d'une société privée ; propriété privée"
"60508";"Ancien manoir de Saint-Paterne";"1921";"propriété privée"
"60508";"Eglise Saint-Gervais";"1902";"propriété de la commune"
"60508";"Ancienne église Saint-Pierre";"2001";"propriété privée"
"60509";"Eglise Sainte-Maxence";"1921";"propriété de la commune"
"60509";"Eglise de Sarron";"1995";"propriété de la commune"
"60509";"Fontaine couverte de l'abbaye du Moncel à Pontpoint";"1933";"propriété d'une société privée"
"60509";"Barrage mobile Derôme de Sarron, situé sur le franchissement de la rivière Oise";"2014";"propriété de l'Etat"
"60509";"Site néolithique";"1998";"propriété privée ; propriété d'une société privée"
"60512";"Château de Sarcus";"1999";"propriété privée"
"60513";"Eglise";"1950";"propriété de la commune"
"60515";"Château";"1949";"propriété privée"
"60515";"Eglise et cimetière qui l'entoure";"1949";"propriété de la commune"
"60517";"Château";"1986";"propriété privée"
"60519";"Eglise";"1912";"propriété de la commune"
"60524";"Eglise d'Uny-Saint-Georges";"1927";"propriété de la commune"
"60525";"Château";"1924";"propriété d'une société privée"
"60525";"Eglise";"1921";"propriété de la commune"
"60525";"Presbytère";"1988";"propriété de la commune"
"60526";"Eglise";"1919";"propriété de la commune"
"60528";"Eglise";"1929";"propriété de la commune"
"60528";"Chapelle de Saint-Germer";"1929";"propriété d'une société privée"
"60530";"Eglise";"1927";"propriété de la commune"
"60531";"Eglise Saint-Denis";"1920";NA
"60533";"Eglise";"1912";"propriété de la commune"
"60534";"Eglise";"1927";"propriété de la commune"
"60534";"Ancien prieuré";"2013";"propriété privée"
"60534";"Maison";"1992";"propriété privée"
"60535";"Abbaye de Froidmont";"1988";"propriété privée"
"60536";"Menhir dénommé Demoiselle de Rhuis";"1982";"propriété privée"
"60536";"Eglise";"1894";NA
"60539";"Eglise";"1926";"propriété de la commune"
"60540";"Eglise et le cimetière y attenant";"1945";"propriété de la commune"
"60541";"Eglise";"1933";"propriété de la commune"
"60541";"Domaine de Roberval";"1993";"propriété privée"
"60543";"Eglise";"1951";"propriété de la commune"
"60543";"Croix du cimetière de Rocquemont";"2007";"propriété de la commune"
"60547";"Château de Verderonne";NA;NA
"60551";"Eglise Saint-Martin";"1927";"propriété de la commune"
"60557";"Ancienne abbaye de Lannoy";"1988";"propriété privée"
"60557";"Moulin Vertu";"1990";"propriété privée"
"60558";"Eglise";"1913";"propriété de la commune"
"60559";"Eglise et cimetière qui l'entoure";"1943";"propriété de la commune"
"60560";"Eglise de Bray";"1951";"propriété de la commune"
"60560";"Ancien prieuré Saint-Victor de Bray";"1926";"propriété privée"
"60560";"Eglise";"1862";NA
"60561";"Eglise de Bemont";"1927";"propriété de la commune"
"60565";"Eglise";"1992";"propriété de la commune"
"60566";"Prieuré";"1988";"propriété privée"
"60569";"Eglise";"1920";"propriété de la commune"
"60569";"Domaine d'Offemont";"1962";"propriété privée"
"60569";"Ferme de la Carrière";"2007";"propriété privée"
"60570";"Eglise Saint-Crépin et Saint-Crépinien";"1932";"propriété de la commune"
"60572";"Eglise";"1947";NA
"60572";"Ruines gallo-romaines du Mont-Berny dans la forêt de Compiègne";"1922";"propriété de l'Etat"
"60573";"Ferme de Troussures";"1989";"propriété privée"
"60574";"Eglise";"1960";"propriété de la commune"
"60574";"Ancienne brosserie Autin";"1990";"propriété privée"
"60575";"Eglise";"1983";"propriété de la commune"
"60577";"Eglise et chapelle";"1840";"propriété de la commune"
"60577";"Ancienne abbaye";"1983";"propriété privée"
"60578";"Eglise";"1927";"propriété de la commune"
"60578";"Ancien château";"1951";"propriété privée"
"60579";"Ancienne abbaye";"1862";"propriété de la commune"
"60579";"Poste forestier de Sainte-Perine dans la forêt de Compiègne";"1905";"propriété de l'Etat"
"60579";"Poste forestier de la Muette";"1948";"propriété de l'Etat"
"60582";"Eglise";"1913";"propriété de la commune"
"60584";"Maison près de la rivière";"1927";"propriété privée"
"60584";"Maison en face de l'église";"1927";"propriété privée"
"60584";"Ancienne abbaye";"1840";"propriété privée ; propriété de l'Etat ; propriété de la commune"
"60585";"Ancienne abbaye";"1840";"propriété privée ; propriété de la commune"
"60586";"Château de Flambermont";"2007";"propriété d'une association"
"60589";"Eglise";"1926";"propriété de la commune"
"60590";"Château de Monceaux";"1970";"propriété privée"
"60591";"Maison dite l'Hôtellerie des Dames";"1935";"propriété privée"
"60591";"Ruines de l'église abbatiale";"1933";NA
"60593";"Eglise";"1920";"propriété de la commune"
"60595";"Château";"1987";"propriété privée"
"60597";"Eglise";"1948";"propriété de la commune"
"60599";"Pressoir";"1992";"propriété privée"
"60600";"Eglise";"1883";"propriété de la commune"
"60601";"Eglise";"1906";NA
"60604";"Ferme du Wallon";"1990";"propriété privée"
"60612";"Hôtel de ville";"1933";"propriété de la commune"
"60612";"Gare de Senlis";"2001";"propriété d'un établissement public de l'Etat"
"60612";"Eglise Saint-Pierre";"1887";"propriété de la commune"
"60612";"Ancienne cathédrale et son chapître";"1840";"propriété de la commune"
"60612";"Domaine de Valgenceuse, à Villemetrie";"1942";"propriété d'une personne privée"
"60612";"Ancien séminaire";"1970";"propriété de la commune"
"60612";"Ancien Hôtel de Vermandois";"1933";"propriété de la commune"
"60612";"Eglise Saint-Aignan";"1981";"propriété privée"
"60612";"Hôtel du Flamand";"1933";"propriété privée"
"60612";"Couvent des Carmes";"1994";"propriété de l'Etat"
"60612";"Hôtel des Trois-Pots";"1927";"propriété privée"
"60612";"Hôtel du Haubergier";"1933";"propriété privée"
"60612";"Eglise Saint-Frambourg";"1862";"propriété privée"
"60612";"Ancien Hôtel-Dieu";"1927";"propriété privée"
"60612";"Maison";"1978";"propriété privée"
"60612";"Tour d'enceinte du Moyen-Age";"1933";"propriété de la commune"
"60612";"Hôtel de Rasse";"1930";"propriété privée"
"60612";"Hôtel de la Chancellerie";"1933";"propriété privée"
"60612";"Ancienne chantrerie Saint-Rieul";"1987";"propriété privée"
"60612";"Ancien couvent de la Présentation";"2001";"propriété d'une société privée"
"60612";"Ancienne abbaye Saint-Vincent";"1862";"propriété d'une société privée"
"60612";"Enceinte gallo-romaine";"1930";"propriété privée ; propriété de la commune"
"60612";"Immeuble";"1949";"propriété privée"
"60612";"Ancien évêché";"1964";"propriété du département"
"60612";"Porte de Meaux";"1930";"propriété de la commune"
"60612";"Abbaye de la Victoire";"1927";"propriété privée"
"60612";"Hôtels Germain, Regnard et Bruslé";"1987";"propriété privée"
"60612";"Arènes";"1875";"propriété d'une société privée"
"60612";"Ancien château royal, prieuré Saint-Maurice et mur gallo-romain";"1862";"propriété de la commune ; propriété privée"
"60612";"Ancien Hôpital de la Charité";"1942";"propriété privée"
"60612";"Maison dite Hôtel de la Marine";"1936";"propriété privée"
"60612";"Hôtel particulier";"2021";"propriété privée"
"60612";"Ancienne poste aux chevaux";"1975";"propriété privée"
"60612";"Pavillon Saint-Martin";"1966";"propriété privée"
"60614";"Eglise";"1908";"propriété de la commune"
"60614";"Château et ferme";"1997";"propriété d'une société privée"
"60616";"Eglise Saint-Denis";"1928";"propriété de la commune"
"60619";"Eglise";"2001";"propriété de la commune"
"60620";"Eglise de Silly";"1929";"propriété de la commune"
"60620";"Chapelle Saint-Blaise de Tillard";"1909";"propriété de la commune"
"60622";"Eglise";"1913";"propriété de la commune"
"60623";"Ancienne mairie";"1988";"propriété de la commune"
"60623";"Halle";"1988";"propriété de la commune"
"60627";"Château de Tartigny";"1998";"propriété privée"
"60628";"Eglise";"1913";"propriété de la commune"
"60630";"Eglise Saint-Pierre";"1972";"propriété de la commune"
"60631";"Ruines du château";"1862";"propriété privée"
"60632";"Eglise";"1921";"propriété de la commune"
"60632";"Carrière du Chauffour";"1999";"propriété privée"
"60632";"Nécropole française et cimetière allemand";"2016";"propriété de l'Etat"
"60635";"Eglise";"1930";"propriété de la commune"
"60636";"Eglise";"1912";"propriété de la commune"
"60642";"Eglise";"1840";"propriété de la commune"
"60643";"Eglise";"1922";"propriété de la commune"
"60644";"Ancien Hôtel de ville";"1862";"propriété de la commune"
"60644";"Tour d'enceinte sur la place";"1958";"propriété privée"
"60644";"Porte fortifiée";"1936";"propriété de la commune"
"60644";"Château de Trye";"1956";"propriété de la commune"
"60644";"Eglise Sainte-Marie-Madeleine";"1862";"propriété de la commune"
"60644";"Dolmen des Trois-Pierres";"1862";"propriété privée"
"60645";"Manoir d'Illioré";"2003";"propriété privée"
"60646";"Château";"1983";"propriété privée ; propriété d'une société privée ; propriété de la commune"
"60650";"Eglise Notre-Dame";"1914";"propriété de la commune"
"60651";"Eglise";"1951";"propriété de la commune"
"60651";"Anciens bâtiments de la Grange aux dîmes";"1933";"propriété privée"
"60652";"Eglise";"1970";"propriété de la commune"
"60656";"Eglise Notre-Dame-de-la-Nativité";"1920";"propriété de la commune"
"60658";"Eglise Saint-Léger";"1951";"propriété de la commune"
"60658";"Chapelle de Chavres";"1951";"propriété de la commune"
"60658";"Manoir du Plessis-aux-Bois";"1999";"propriété privée"
"60659";"Eglise";"1993";"propriété de la commune"
"60661";"Eglise Saint-Pierre";"2014";"propriété de la commune"
"60664";"Eglise";"1990";"propriété de la commune"
"60664";"Grand théâtre antique";"1982";"propriété du département"
"60665";"Bâtiment conventuel";"1946";"propriété privée"
"60665";"Pigeonnier";"1946";"propriété privée"
"60665";"Pigeonnier";"1946";"propriété privée"
"60665";"Eglise";"1920";"propriété de la commune"
"60667";"Site préhistorique et gaulois";"1995";"propriété privée"
"60667";"Maison dite Petit Cappy";"1989";"propriété privée"
"60667";"Manoir Saint-Germain";"1949";"propriété privée"
"60667";"Chapelle Notre-Dame des Monts";"2008";"propriété privée"
"60667";"Eglise Saint-Pierre";"1862";"propriété de la commune"
"60669";"Ferme du Boulanc dite Manoir du Boulanc";"2008";"propriété privée"
"60669";"Château de Verderonne";"1984";"propriété privée"
"60670";"Camp de Tremblay";"1950";"propriété privée"
"60670";"Eglise";"2005";"propriété de la commune"
"60671";"Calvaire du cimetière de Droizelles";"1931";"propriété de la commune"
"60671";"Eglise";"1907";"propriété de la commune"
"60671";"Château de Versigny";"1930";"propriété privée"
"60672";"Château";"1904";"propriété privée"
"60672";"Eglise";"1926";"propriété de la commune"
"60672";"Ferme de Saint-Mard";"1951";"propriété privée"
"60674";"Ruines du prieuré de Saint-Pierre-en-Chastres dans la forêt de Compiègne";"1905";"propriété de l'Etat"
"60674";"Poste forestier de Saint-Pierre-en-Chastres";"1949";"propriété de l'Etat"
"60674";"Pavillon de l'Impératrice";"1994";"propriété de l'Etat"
"60674";"Eglise Saint Mellon";"2015";"propriété de la commune"
"60680";"Ancienne église de Noël-Saint-Martin";"1895";"propriété de la commune"
"60680";"Eglise";"1921";"propriété de la commune"
"60682";"Eglise Saint-Médard";"2004";"propriété de la commune"
"60684";"Eglise Saint-Pierre et Saint-Paul";"1862";"propriété de la commune"
"60684";"Château";"1929";"propriété privée"
"60685";"Dolmen de la Pierre aux Fées";"1889";"propriété de la commune"
"60686";"Château";"1966";"propriété privée"
"60686";"Eglise Saint-Denis";"1944";"propriété de la commune"
"60691";"Château de Mercastel";"1966";"propriété privée"
"60695";"Château Saint-Firmin et annexes";"1988";"propriété privée"
